target,group,cov,val,index,coef,std_err,t,p>|t|,[0.025,0.975],mse,rss,n_vars
fev1,Baseline,Baseline,,Intercept,4053.009896944244,78.31848684056659,51.75036010584551,0.0,3899.3894473727655,4206.6303465157225,200705.79086998935,314907385.8750133,0
fev1,Baseline,Baseline,,sex[T.True],-1141.543660750638,117.34722483852217,-9.727913568654738,9.363432150004447e-22,-1371.7183508254946,-911.3689706757816,200705.79086998935,314907385.8750133,0
fev1,Baseline,Baseline,,race_0[T.True],1327.8741005536822,27.92900095569948,47.54463300208748,7.431901339167731e-306,1273.0918153490288,1382.6563857583355,200705.79086998935,314907385.8750133,0
fev1,Baseline,Baseline,,race_1[T.True],827.9321658885124,28.23823766720314,29.31954095882199,6.387895764997636e-151,772.5433178586361,883.3210139183886,200705.79086998935,314907385.8750133,0
fev1,Baseline,Baseline,,race_3[T.True],1063.42755790413,27.619727772027947,38.502463408821974,1.2782840017650566e-228,1009.2519070642691,1117.603208743991,200705.79086998935,314907385.8750133,0
fev1,Baseline,Baseline,,race_4[T.True],833.7760725978687,44.55381695480485,18.71390892151051,1.1426863637469284e-70,746.3844787758939,921.1676664198436,200705.79086998935,314907385.8750133,0
fev1,Baseline,Baseline,,age,-30.542951232874753,1.7208937266798203,-17.748307614440737,2.3993222002553655e-64,-33.918456539756626,-27.167445925992876,200705.79086998935,314907385.8750133,0
fev1,Baseline,Baseline,,sex[T.True]:age,1.9782358392742272,2.0603505943034284,0.9601452513682688,0.33713071397619276,-2.063108641960207,6.019580320508661,200705.79086998935,314907385.8750133,0
fev1,anthropometrics,height,,Intercept,-1020.7871562753247,240.4640035202887,-4.245072615158375,2.3139606743384356e-05,-1492.4536576035998,-549.1206549470496,153169.69508919175,240323251.59494185,8
fev1,anthropometrics,height,,sex[T.True],-755.239562849637,104.03702685301855,-7.25933435138073,6.10963006876494e-13,-959.3066154894672,-551.1725102098068,153169.69508919175,240323251.59494185,8
