target,group,cov,val,index,coef,std_err,t,p>|t|,[0.025,0.975],mse,rss,n_vars
fev1,Baseline,Baseline,,Intercept,4220.234119523194,55.599596703731116,75.90404193057729,0.0,4111.221584824994,4329.246654221393,203777.7722110444,685304647.9457422,0
fev1,Baseline,Baseline,,sex[T.True],-1179.1363043836332,81.64548849247467,-14.442148931380515,6.513082950672613e-46,-1339.216272133473,-1019.0563366337933,203777.7722110444,685304647.9457422,0
fev1,Baseline,Baseline,,race_0[T.True],1230.586511151966,19.30428475165547,63.74680683501808,0.0,1192.7371536732173,1268.4358686307148,203777.7722110444,685304647.9457422,0
fev1,Baseline,Baseline,,race_1[T.True],740.86480550051,20.457182278095928,36.215388582315875,1.0524516219315898e-242,700.7549949059903,780.9746160950297,203777.7722110444,685304647.9457422,0
fev1,Baseline,Baseline,,race_2[T.True],568.5825164675069,41.83958570066247,13.589582854270574,5.505296920300172e-41,486.5488407152204,650.6161922197934,203777.7722110444,685304647.9457422,0
fev1,Baseline,Baseline,,race_3[T.True],949.4076221507238,18.86776476965482,50.319030035696855,0.0,912.4141368815862,986.4011074198614,203777.7722110444,685304647.9457422,0
fev1,Baseline,Baseline,,race_4[T.True],730.7926642525323,34.08585260069273,21.439764843602013,1.1324126371338364e-95,663.9615106175386,797.623817887526,203777.7722110444,685304647.9457422,0
fev1,Baseline,Baseline,,age,-32.87777542441594,1.1846008583257213,-27.75430660322531,8.417304970673342e-153,-35.200388353784255,-30.555162495047618,203777.7722110444,685304647.9457422,0
fev1,Baseline,Baseline,,sex[T.True]:age,3.8587967520966213,1.4496749338409594,2.6618358792150856,0.007808640039902319,1.0164606850106668,6.701132819182575,203777.7722110444,685304647.9457422,0
fev1,anthropometrics,height,,Intercept,-1082.6430204821145,168.50086410118598,-6.425148181032351,1.5033876551906868e-10,-1413.0178677828746,-752.2681731813543,154165.67459938812,518459163.67774224,9
fev1,anthropometrics,height,,sex[T.True],-733.1895117373123,72.31061348131567,-10.139445323980842,8.11133078900622e-24,-874.9668730259052,-591.4121504487193,154165.67459938812,518459163.67774224,9
fev1,anthropometrics,height,,race_0[T.True],26.817087416582876,40.30559586933306,0.665344025765587,0.5058762266681494,-52.20894697040241,105.84312180356817,154165.67459938812,518459163.67774224,9
fev1,anthropometrics,height,,race_1[T.True],-461.5378358624426,40.69625111787046,-11.341040591814439,2.786236253852753e-29,-541.3298168739228,-381.74585485096236,154165.67459938812,518459163.67774224,9
fev1,anthropometrics,height,,race_2[T.True],-372.0953717671158,46.309548877686574,-8.034959976610857,1.2842523081387492e-15,-462.89318589491353,-281.2975576393181,154165.67459938812,518459163.67774224,9
fev1,anthropometrics,height,,race_3[T.True],-12.975245865012756,33.57815065641748,-0.38641931170598637,0.6992106617982845,-78.81096994233374,52.86047821230824,154165.67459938812,518459163.67774224,9
fev1,anthropometrics,height,,race_4[T.True],-262.85165440411885,42.355462205312215,-6.205850219033899,6.105433665244952e-10,-345.8968033597357,-179.806505448502,154165.67459938812,518459163.67774224,9
fev1,anthropometrics,height,,age,-27.555419338760224,1.0431662283402774,-26.41517582734833,7.429254025445178e-140,-29.60072566544038,-25.51011301208007,154165.67459938812,518459163.67774224,9
fev1,anthropometrics,height,,sex[T.True]:age,4.489862717432842,1.2612499834006372,3.559851557204447,0.0003762135398167508,2.0169657806916197,6.9627596541740635,154165.67459938812,518459163.67774224,9
fev1,anthropometrics,height,,height,35.34068015768095,1.0757055851173023,32.85348765185333,1.7574838179204698e-205,33.23157484051004,37.44978547485186,154165.67459938812,518459163.67774224,9
fev1,anthropometrics,waist_circ,,Intercept,-925.3935189302766,166.88126396013612,-5.545221176844218,3.163141890984998e-08,-1252.5928975694676,-598.1941402910857,149798.19389528764,503771326.0698523,10
fev1,anthropometrics,waist_circ,,sex[T.True],-736.327886759437,71.29031735597219,-10.328581973941132,1.220078302530308e-24,-876.1047975301805,-596.5509759886935,149798.19389528764,503771326.0698523,10
fev1,anthropometrics,waist_circ,,race_0[T.True],63.316936439572885,39.907601838683654,1.586588357163518,0.11270019927728707,-14.928770806009254,141.56264368515502,149798.19389528764,503771326.0698523,10
fev1,anthropometrics,waist_circ,,race_1[T.True],-408.07220074721903,40.48439686815292,-10.079740154613228,1.4656055243396342e-23,-487.4488137084338,-328.69558778600424,149798.19389528764,503771326.0698523,10
fev1,anthropometrics,waist_circ,,race_2[T.True],-371.66216565009046,45.65569386811992,-8.140543580909448,5.489450124393881e-16,-461.177994512451,-282.1463367877299,149798.19389528764,503771326.0698523,10
fev1,anthropometrics,waist_circ,,race_3[T.True],38.211725861390796,33.506401423712106,1.1404306113979994,0.2541883975460495,-27.483328610948085,103.90678033372967,149798.19389528764,503771326.0698523,10
fev1,anthropometrics,waist_circ,,race_4[T.True],-247.1878148339816,41.787457908990255,-5.915358990545367,3.644432095444008e-09,-329.1193027570301,-165.25632691093313,149798.19389528764,503771326.0698523,10
fev1,anthropometrics,waist_circ,,age,-26.870546026939902,1.0307670930841895,-26.06849423815008,1.4359946507844853e-136,-28.891541939695195,-24.84955011418461,149798.19389528764,503771326.0698523,10
fev1,anthropometrics,waist_circ,,sex[T.True]:age,4.405872547549326,1.2434705526998335,3.543206180462625,0.00040068468485728926,1.9678349719428367,6.8439101231558155,149798.19389528764,503771326.0698523,10
fev1,anthropometrics,waist_circ,,height,36.905146287235596,1.072255929309667,34.41822542403252,1.407272206218716e-222,34.802804385653886,39.007488188817305,149798.19389528764,503771326.0698523,10
